"HGNC","logFC","logCPM","F","PValue","FDR"
"AATK",-2.11371541687576,4.60322282757087,14.4795049762393,0.000254320810567902,0.0018723657728373
"ABALON",-0.993532476184368,4.89087957515456,6.99615322509054,0.00998475735457736,0.0329024843573587
"ABAT",-0.377550468925378,5.35033837224163,0.591551860937175,0.44504531244235,0.553470641906476
"ABCA1",-0.646788339164973,5.83896097626239,2.03041784640652,0.160475060300192,0.260292165811381
"ABCA10",-1.04614062130255,4.6204608480837,4.50442245404725,0.036521236150939,0.0877461285469494
"ABCA12",-1.24976699304578,5.13539872633566,6.09610876798057,0.0162819422671927,0.0474952798928409
"ABCA13",0.124749300341216,9.62265448736043,0.0434007251714686,0.83587744914442,0.87859469147218
"ABCA2",-1.4108528570665,5.54488355728683,14.6661014721862,0.000340580797982699,0.00236359009963028
"ABCA3",-2.4446386188258,4.89872494310669,31.1627839197143,3.2202979727018e-07,1.02090871998316e-05
"ABCA4",-1.17072657178115,5.07561347651226,2.91171656953965,0.0927227751622107,0.174094090638558
"ABCA5",-0.280557810291541,5.82274962599646,0.25983932833529,0.612495814624653,0.699317327135292
"ABCA6",-1.3583680107617,4.6705839647722,7.69239998053089,0.00676963761581678,0.0245560693201012
"ABCA7",-0.999875977276859,5.82761019034006,8.32442967747741,0.00577689534021507,0.0217291854911923
"ABCA8",-2.47486249639226,4.52813691434195,19.1488861344456,3.18772670679748e-05,0.0003592012165439
"ABCA9",-1.56977284563047,4.65912862102453,7.07040494429341,0.00928829244793577,0.0310774471967328
"ABCB1",-1.12049069224031,4.71171147917446,3.5010089600814,0.0647709965843051,0.133781493538737
